user_id,username,post_count,total_words,avg_word_count,avg_sentence_length,avg_punctuation,avg_uppercase_ratio,avg_digit_count,forums_used,topics_used
499,checkmate,2,139.0,69.5,9.32,18.0,0.05615,0.5,1,2
501,amg2014,2,281.0,140.5,16.57,41.5,0.03295,9.0,2,2
503,NTM93,2,420.0,210.0,19.09,31.5,0.01865,8.5,1,2
506,avid,2,2078.0,1039.0,28.0,162.0,0.008199999999999999,33.0,1,1
511,Bacchus,2,267.0,133.5,10.31,34.0,0.18035,52.0,2,2
513,anon2012,2,623.0,311.5,18.895,53.5,0.034949999999999995,20.0,2,2
514,jim456789,2,526.0,263.0,44.2,22.0,0.0529,13.5,2,2
515,davincicode,1,16.0,16.0,8.0,3.0,0.0152,0.0,1,1
518,Zeus,2,206.0,103.0,14.6,16.5,0.0485,7.5,1,1
519,johnnyrotten,2,518.0,259.0,15.395,40.5,0.07014999999999999,3.5,2,2
521,konstantinbrayko,2,664.0,332.0,9.54,101.0,0.05115,49.5,2,2
525,GreatOak,2,540.0,270.0,18.46,47.5,0.01235,6.0,2,2
534,hovito,2,128.0,64.0,10.96,17.5,0.06675,0.5,1,1
535,redlogos,2,22.0,11.0,9.75,3.5,0.08615,1.0,1,1
538,tesla3,2,61.0,30.5,12.415,8.5,0.0537,1.0,1,1
539,sterlingsilver,2,529.0,264.5,18.885,60.0,0.276,140.5,2,2
540,Rob1nH00d3r,2,93.0,46.5,17.5,12.5,0.07650000000000001,12.0,1,2
542,almiforo,2,217.0,108.5,7.324999999999999,65.0,0.00685,53.0,2,2
544,asphalte,2,525.0,262.5,13.724999999999998,74.0,0.054599999999999996,14.5,1,1
547,someonerandom,1,30.0,30.0,15.0,3.0,0.1215,2.0,1,1
548,Clandestine,1,31.0,31.0,15.5,3.0,0.0268,0.0,1,1
549,Lordblaze,1,33.0,33.0,33.0,0.0,0.0076,1.0,1,1
550,Edelwijs,2,146.0,73.0,15.825,9.5,0.023350000000000003,1.5,2,2
551,decepticon,2,643.0,321.5,18.4,43.0,0.03015,9.5,1,2
552,XXXXX,2,581.0,290.5,16.65,31.5,0.0157,6.0,2,2
554,maschreier,2,287.0,143.5,12.100000000000001,27.5,0.06135,12.0,1,2
556,serialnumbers,2,45.0,22.5,22.5,10.5,0.09135,1.0,1,2
557,CheekyBastard,2,174.0,87.0,20.04,15.0,0.022949999999999998,1.0,1,2
559,picard1337,1,4.0,4.0,2.0,2.0,0.1111,3.0,1,1
560,SlipnslidesTCF,2,57.0,28.5,9.5,3.5,0.09435,0.0,2,2
561,bundlebrot,2,218.0,109.0,19.65,18.0,0.0707,0.0,2,2
562,jesse_pinkman,2,217.0,108.5,16.564999999999998,469.0,0.14835,11.5,2,2
563,payabuddy84,2,116.0,58.0,14.665,13.5,0.0233,1.0,2,2
564,kuroyuki,2,962.0,481.0,17.770000000000003,83.5,0.028900000000000002,4.0,2,2
565,firepredator,2,9.0,4.5,4.5,1.0,0.10525,0.0,1,2
566,7lifes,2,547.0,273.5,14.035,36.5,0.0083,7.0,2,2
567,The_PlayFex-PF,1,19.0,19.0,9.5,8.0,0.0,0.0,1,1
572,scorpio,2,76.0,38.0,9.5,11.5,0.05055,0.0,1,2
574,REAL_DEAL,2,123.0,61.5,13.724999999999998,11.5,0.033800000000000004,1.0,2,2
575,NW-Nugz,2,8096.0,4048.0,17.205000000000002,1844.5,0.2298,375.5,1,1
576,StaticShockk,2,484.0,242.0,15.635,42.5,0.03585,5.5,1,1
577,montana2014,2,512.0,256.0,11.3,59.0,0.056249999999999994,18.0,1,2
578,Kai10,2,589.0,294.5,21.29,46.0,0.060149999999999995,3.0,2,2
580,zero,2,293.0,146.5,27.45,20.0,0.02955,1.0,2,2
581,mazaka,2,726.0,363.0,8.77,167.0,0.18725000000000003,139.5,2,2
584,damnson,2,62.0,31.0,8.135,5.5,0.031799999999999995,0.0,1,1
586,germcage,2,56.0,28.0,10.335,3.5,0.037000000000000005,0.0,1,1
588,northern_rock,1,8.0,8.0,8.0,2.0,0.0,0.0,1,1
589,putinwork62,2,394.0,197.0,32.585,34.5,0.02155,10.0,1,1
590,tostig,2,857.0,428.5,15.54,107.5,0.0,7.0,2,2
591,wutang,2,55.0,27.5,10.0,3.5,0.03025,0.5,2,2
595,satoshi,2,344.0,172.0,17.96,31.0,0.0592,1.0,2,2
596,ruthgoldberg,2,85.0,42.5,21.25,7.5,0.01235,0.5,2,2
597,rellyromero83,2,456.0,228.0,16.285,22.0,0.025599999999999998,12.5,1,1
598,drunkenmonkey,2,715.0,357.5,15.545,68.5,0.029199999999999997,7.0,2,2
600,clydesdalepig,2,235.0,117.5,34.205,13.0,0.02565,11.5,2,2
601,smith2357,2,164.0,82.0,20.5,12.5,0.033850000000000005,0.0,2,2
602,kingsmiley,2,274.0,137.0,18.355,15.5,0.030950000000000002,0.0,1,2
603,oczykobry,2,191.0,95.5,19.715,11.5,0.0224,0.5,2,2
604,maxmax,2,17.0,8.5,8.5,1.0,0.0,0.0,2,2
605,hello_world,2,332.0,166.0,13.16,46.5,0.01925,1.5,2,2
606,poopmachine,1,8.0,8.0,8.0,1.0,0.0,0.0,1,1
607,abcd,2,61.0,30.5,20.0,4.5,0.009,0.0,1,1
608,Dorris,2,69.0,34.5,10.375,4.5,0.03135,2.0,1,1
609,Totothedog29,2,50.0,25.0,4.0600000000000005,15.5,0.0397,2.0,1,1
613,Gorbaz,2,680.0,340.0,20.025,75.5,0.05895,33.5,1,2
614,kpee78,1,29.0,29.0,29.0,4.0,0.0385,2.0,1,1
615,ccj9,1,15.0,15.0,5.0,3.0,0.0484,0.0,1,1
617,mikedelacruz,2,367.0,183.5,15.309999999999999,37.0,0.0453,9.0,2,2
619,euro,2,85.0,42.5,10.965,6.5,0.0294,1.0,2,2
620,t3hk4hn,2,221.0,110.5,13.690000000000001,27.0,0.0528,8.5,2,2
623,max555,2,414.0,207.0,28.665,16.5,0.02245,4.5,2,2
624,Madmartigan,2,68.0,34.0,9.835,6.5,0.045649999999999996,0.0,1,1
626,cardingzone,1,44.0,44.0,14.67,8.0,0.0663,2.0,1,1
628,segvec1,2,641.0,320.5,11.25,77.0,0.048600000000000004,9.5,1,1
630,johnthebaptist,2,552.0,276.0,18.405,108.5,0.050499999999999996,55.0,2,2
631,pseudovapor,2,211.0,105.5,24.9,8.0,0.00995,2.5,2,2
632,finesser,2,511.0,255.5,21.16,37.0,0.02935,3.0,2,2
633,Sweetandsour,2,308.0,154.0,14.39,14.0,0.0234,1.0,2,2
636,wallstreet,2,109.0,54.5,10.9,9.0,0.03565,1.5,1,1
637,dirt,2,138.0,69.0,15.275,9.5,0.0594,8.0,2,2
639,sc485,2,80.0,40.0,10.0,8.5,0.0621,0.5,1,1
642,tcf01,2,296.0,148.0,10.555,31.0,0.0441,8.5,1,1
644,happy2014,1,400.0,400.0,20.0,53.0,0.036,14.0,1,1
647,HFacre,2,65.0,32.5,23.0,2.5,0.06625,9.0,2,2
650,cyber_ghost,1,19.0,19.0,9.5,6.0,0.0139,8.0,1,1
653,skimascot,2,997.0,498.5,20.4,70.0,0.0327,6.5,2,2
654,georgekush,2,89.0,44.5,22.375,7.0,0.031,10.0,2,2
655,frankqian,2,43.0,21.5,6.085,5.0,0.0707,2.0,2,2
660,Philip,2,42.0,21.0,9.375,2.5,0.07469999999999999,1.0,2,2
661,Gyrojosh,2,159.0,79.5,10.1,13.5,0.1099,1.0,2,2
663,heisenberg,2,115.0,57.5,10.285,14.5,0.0272,2.0,2,2
665,stuggi_to,1,55.0,55.0,9.17,9.0,0.0196,2.0,1,1
666,crystalclear,2,128.0,64.0,8.32,33.5,0.0895,21.0,1,1
668,TehRah,1,9.0,9.0,9.0,2.0,0.0385,0.0,1,1
671,joeyron,2,156.0,78.0,15.940000000000001,12.0,0.09615000000000001,0.0,1,1
676,allyourbase,2,146.0,73.0,13.0,14.0,0.042499999999999996,26.0,2,2
677,celes,1,28.0,28.0,28.0,4.0,0.0777,0.0,1,1
678,dixa,2,54.0,27.0,7.17,10.0,0.1593,8.0,2,2
681,flacko1313,2,365.0,182.5,21.625,21.5,0.0072,6.5,1,1
682,lightway99,2,127.0,63.5,6.35,12.0,0.026049999999999997,4.0,1,2
683,UKrime,2,313.0,156.5,8.695,27.5,0.0246,21.0,1,2
686,mentus,2,506.0,253.0,15.625,52.0,0.0295,6.0,2,2
689,darkunion,2,644.0,322.0,17.125,40.5,0.0142,6.5,1,2
690,RandomNigger,2,167.0,83.5,24.25,9.0,0.04295,3.5,2,2
691,arkasiawubs,2,86.0,43.0,11.935,6.5,0.023,2.5,1,1
692,tesla,2,88.0,44.0,9.35,10.5,0.0471,5.5,1,1
694,mtl1213,2,218.0,109.0,10.870000000000001,28.0,0.043,6.0,2,2
695,F007,2,1235.0,617.5,12.605,188.0,0.05595,17.5,2,2
696,wolfproduction,2,324.0,162.0,81.0,239.0,0.0905,23.0,1,2
697,qwerty996,2,242.0,121.0,13.675,20.5,0.03885,0.5,1,2
700,RC4Everyone,2,411.0,205.5,23.045,16.0,0.051250000000000004,1.5,2,2
703,DrEarnhardt,1,432.0,432.0,18.0,288.0,0.3941,506.0,1,1
705,Camill,2,1081.0,540.5,18.119999999999997,122.0,0.0436,35.0,1,2
706,cerberys,2,151.0,75.5,13.835,9.0,0.0324,0.0,1,1
707,blacksheep666,2,43.0,21.5,7.875,5.5,0.039650000000000005,1.5,1,1
709,crustybacon,1,0.0,0.0,0.0,1.0,0.0,0.0,1,1
711,trawoj,1,65.0,65.0,13.0,8.0,0.0413,3.0,1,1
712,IsellCC,2,436.0,218.0,9.83,45.5,0.0738,8.5,2,2
713,Dakota,1,5.0,5.0,5.0,1.0,0.1111,0.0,1,1
714,olipig,1,29.0,29.0,9.67,6.0,0.0377,1.0,1,1
715,kam27,2,274.0,137.0,23.345,29.5,0.03105,5.0,1,2
718,ciemny,2,298.0,149.0,24.835,14.0,0.101,3.0,2,2
719,Cypher,2,305.0,152.5,12.86,26.5,0.0312,6.5,2,2
722,Waingr0,2,363.0,181.5,16.235,31.0,0.01915,5.5,2,2
723,trabbadoo,2,126.0,63.0,9.8,16.0,0.036500000000000005,9.5,1,2
724,anonpsychosis,2,500.0,250.0,16.625,43.5,0.03945,7.0,2,2
725,abc321,2,318.0,159.0,12.73,35.5,0.06695000000000001,8.5,2,2
728,Arachidonic,2,73.0,36.5,12.17,5.5,0.053000000000000005,1.0,1,1
733,Doisti74,2,656.0,328.0,15.985000000000001,80.0,0.04995,11.0,2,2
734,getm0n3y,2,483.0,241.5,21.055,38.0,0.02305,4.0,2,2
736,moneybagz91,1,1.0,1.0,1.0,2.0,0.1667,0.0,1,1
737,iPadCrook,2,224.0,112.0,16.55,21.5,0.0622,4.0,1,1
738,kovkov75,1,76.0,76.0,15.2,11.0,0.2213,65.0,1,1
739,Einstein,2,175.0,87.5,12.5,15.0,0.0189,0.5,1,1
741,unmodjo,2,43.0,21.5,9.835,3.5,0.03175,0.0,2,2
742,xzibitbr,2,395.0,197.5,24.134999999999998,32.5,0.07635,8.5,2,2
743,osokrazy77,2,158.0,79.0,7.9,18.0,0.0097,7.0,1,2
747,hax0r,2,677.0,338.5,20.875,44.5,0.043,10.0,1,1
748,lionheartps,2,673.0,336.5,20.63,74.0,0.03395,21.5,1,2
749,odinzc,2,397.0,198.5,25.575000000000003,35.0,0.0256,17.0,1,1
756,mediterrano,1,11.0,11.0,5.5,2.0,0.0417,0.0,1,1
757,SpiritualDevil,2,91.0,45.5,11.635,8.0,0.028650000000000002,2.5,1,2
763,Millz,2,425.0,212.5,15.735,34.0,0.03495,3.0,2,2
767,Samson,2,311.0,155.5,20.35,22.0,0.0217,0.0,2,2
768,hacking,2,202.0,101.0,10.280000000000001,45.0,0.1945,30.0,2,2
772,oldschool,2,222.0,111.0,17.1,21.0,0.03425,0.5,2,2
773,pabloshrimp,2,1239.0,619.5,44.75,287.0,0.0318,14.0,2,2
774,honestysims,2,186.0,93.0,13.855,18.5,0.0116,2.5,2,2
776,strace,2,546.0,273.0,12.54,52.0,0.04345,6.0,2,2
777,gas299,2,81.0,40.5,13.5,7.0,0.02105,1.0,1,1
778,MP5K,2,70.0,35.0,13.915,5.5,0.023299999999999998,1.0,2,2
779,v4cable,2,501.0,250.5,15.365,63.0,0.0442,9.5,1,1
781,stealth38,2,545.0,272.5,18.195,37.5,0.022949999999999998,5.5,2,2
782,ppman,2,70.0,35.0,16.665,5.5,0.0547,0.0,2,2
784,sharky,2,9.0,4.5,4.5,0.5,0.0122,0.0,1,1
788,balo77,2,578.0,289.0,13.73,68.5,0.0247,15.5,1,2
792,Container45158,2,466.0,233.0,31.445,54.0,0.18295,131.0,2,2
793,skybri,2,455.0,227.5,19.93,41.0,0.01895,10.0,2,2
794,AltairII,2,51.0,25.5,17.835,7.0,0.06565,0.5,1,1
795,chuckfinley1,1,7.0,7.0,3.5,1.0,0.0645,0.0,1,1
802,metaman,2,82.0,41.0,6.75,7.5,0.0611,0.0,2,2
803,HDBSTA,1,20.0,20.0,10.0,4.0,0.0,0.0,1,1
805,TrinidadJames,1,208.0,208.0,26.0,64.0,0.105,0.0,1,1
806,GoonData,1,20.0,20.0,10.0,2.0,0.027,0.0,1,1
807,Secilon,2,791.0,395.5,20.61,53.5,0.0453,13.0,1,1
808,conquistador,2,70.0,35.0,15.0,4.5,0.035250000000000004,1.0,2,2
809,doebyday,2,348.0,174.0,174.0,9.0,0.0,1.0,2,2
811,sparrowkiller,2,308.0,154.0,26.275,31.5,0.06835000000000001,9.0,1,2
812,Reactoher,1,33.0,33.0,33.0,3.0,0.0333,1.0,1,1
816,jettaboy,2,403.0,201.5,18.490000000000002,37.5,0.03725,11.5,2,2
817,Dogman1,2,522.0,261.0,15.1,47.5,0.04295,8.5,2,2
818,LostOne,2,199.0,99.5,11.055,18.0,0.0377,11.0,2,2
819,Beachside,2,39.0,19.5,6.5,5.5,0.06785,1.0,1,1
820,kingchin123vz,2,56.0,28.0,15.2,5.0,0.0532,0.0,2,2
822,MEGA_PHARMA,2,308.0,154.0,18.23,67.0,0.41555,125.0,2,2
823,justanaccount,2,113.0,56.5,8.82,13.0,0.0139,2.5,2,2
825,Actavis,2,161.0,80.5,16.1,11.5,0.046799999999999994,2.5,2,2
827,danglesac1234,2,79.0,39.5,13.165,7.5,0.0384,2.5,1,2
828,caffeinecraze,2,45.0,22.5,11.25,5.0,0.08415,0.0,2,2
829,bjason,2,60.0,30.0,8.395,12.0,0.053849999999999995,3.5,1,1
831,llexa,2,158.0,79.0,15.799999999999999,9.0,0.032,0.0,2,2
833,conork,2,59.0,29.5,5.07,10.0,0.0798,3.5,2,2
835,will2468-2,2,408.0,204.0,8.27,116.5,0.006200000000000001,10.0,2,2
837,smocker66,2,84.0,42.0,14.0,9.5,0.023299999999999998,14.5,1,1
839,crappy2u,1,7.0,7.0,3.5,2.0,0.1111,0.0,1,1
840,userabuser,2,203.0,101.5,12.815000000000001,111.0,0.06095,22.5,1,1
841,irockfm2,2,187.0,93.5,31.0,19.0,0.0408,0.0,2,2
842,Yasuo,2,1615.0,807.5,13.015,383.0,0.08715,36.0,1,1
844,eyesonly456,2,511.0,255.5,21.265,32.0,0.0314,16.0,1,2
846,Coin,2,1009.0,504.5,14.239999999999998,280.5,0.09409999999999999,53.5,1,1
849,BlakBird,2,161.0,80.5,12.43,32.5,0.2478,56.5,1,1
850,fullze,2,105.0,52.5,11.225,11.5,0.0469,0.5,2,2
852,maaadcity,2,513.0,256.5,13.985,53.0,0.044449999999999996,20.0,2,2
853,FlavioLHP,2,172.0,86.0,14.05,14.0,0.05405,4.0,1,1
857,Hannibal,2,123.0,61.5,10.185,9.5,0.0317,0.5,2,2
858,Stranger3,2,212.0,106.0,21.2,12.5,0.0345,6.5,1,2
859,ExaltedKnight,2,428.0,214.0,20.2,32.0,0.019549999999999998,12.5,1,2
860,brabus63,1,57.0,57.0,14.25,5.0,0.0481,4.0,1,1
862,hacknbuy,2,65.0,32.5,9.5,16.0,0.02715,0.5,2,2
863,PerpetualTourist,2,508.0,254.0,14.455,47.0,0.0518,0.5,1,1
864,lightblood,2,201.0,100.5,38.375,6.5,0.053649999999999996,2.0,2,2
866,shylock,2,52.0,26.0,13.0,4.5,0.02895,0.5,2,2
867,ghostmobb,2,217.0,108.5,10.045000000000002,24.0,0.0,2.0,2,2
868,24anon24,2,31.0,15.5,12.5,1.5,0.00715,1.0,2,2
870,Chuck,1,29.0,29.0,7.25,15.0,0.1404,0.0,1,1
872,furiouspun,2,99.0,49.5,24.75,3.5,0.0,4.5,2,2
873,kjmon,1,10.0,10.0,3.33,3.0,0.1053,0.0,1,1
874,jessicalee24,2,624.0,312.0,11.245000000000001,87.0,0.10295,34.5,2,2
875,scarletwinter,1,14.0,14.0,4.67,4.0,0.1091,0.0,1,1
877,DonHector,2,500.0,250.0,22.665,38.0,0.07955000000000001,1.5,2,2
879,strangeplace,1,32.0,32.0,10.67,3.0,0.0373,0.0,1,1
880,pdxblack,2,36.0,18.0,12.5,1.0,0.0536,0.0,1,1
881,tender,2,556.0,278.0,14.075,36.5,0.0412,22.5,2,2
882,GregoryHouse,2,478.0,239.0,17.14,32.0,0.03625,12.0,1,1
885,sonics,2,461.0,230.5,18.97,102.5,0.045950000000000005,20.5,2,2
886,nemesi,1,8.0,8.0,8.0,1.0,0.087,0.0,1,1
887,Deklaration,2,153.0,76.5,9.0,21.0,0.0603,7.0,1,2
890,4baIIz,2,268.0,134.0,22.04,11.0,0.0436,0.0,2,2
891,moruk,1,21.0,21.0,21.0,1.0,0.0,0.0,1,1
892,artofcarding,2,197.0,98.5,10.315000000000001,25.5,0.0353,3.0,2,2
893,mrwaterhands,2,226.0,113.0,14.13,17.0,0.02695,2.0,1,2
897,willyanpit,2,58.0,29.0,21.0,3.0,0.02795,0.0,2,2
899,getgreen,2,87.0,43.5,11.5,8.0,0.02095,0.0,1,1
901,Thoreaus,2,68.0,34.0,10.835,8.0,0.08735,1.5,2,2
902,prince_regent,2,172.0,86.0,21.5,12.0,0.024050000000000002,2.0,2,2
904,smart666tiger,2,525.0,262.5,29.23,145.5,0.51645,43.5,2,2
906,MaNigga,2,187.0,93.5,93.5,6.5,0.04385,3.5,1,1
910,danrieraland,2,158.0,79.0,12.925,18.0,0.027100000000000003,5.0,2,2
911,Prime,2,792.0,396.0,17.294999999999998,54.0,0.026099999999999998,4.5,2,2
914,caipiroska,2,18.0,9.0,9.0,1.0,0.0882,0.0,2,2
918,HaythamKenway,2,478.0,239.0,12.809999999999999,73.5,0.054849999999999996,6.0,2,2
919,MachineElves,2,836.0,418.0,21.32,162.0,0.0808,35.5,2,2
920,hellrazor,2,3290.0,1645.0,20.58,745.0,0.0685,787.5,1,1
924,SmoothCriminal,2,317.0,158.5,13.11,33.5,0.04395,11.5,2,2
929,skim_milk,2,131.0,65.5,17.375,14.0,0.0282,12.5,2,2
930,tito970,2,32.0,16.0,7.665,4.0,0.0174,0.0,1,2
931,vaxavaxa,2,78.0,39.0,39.0,0.5,0.0033,0.0,2,2
933,card,2,76.0,38.0,8.55,8.0,0.0,5.0,1,1
934,tatar4ik,2,28.0,14.0,4.6,3.0,0.05705,1.0,2,2
935,deltaconnection,2,435.0,217.5,17.305,32.0,0.02495,5.0,2,2
937,heosuavn,2,211.0,105.5,22.44,45.0,0.0195,3.5,2,2
942,thepentacodon,2,516.0,258.0,11.02,91.0,0.048299999999999996,7.5,2,2
943,SilkRoad2,2,140.0,70.0,17.75,17.5,0.0484,1.5,1,1
944,anontoker,2,30.0,15.0,9.25,2.0,0.11069999999999999,0.0,2,2
946,moka,2,684.0,342.0,9.72,153.0,0.056249999999999994,24.5,2,2
947,any1,2,216.0,108.0,28.865,12.0,0.01695,0.0,2,2
949,ginetto,2,314.0,157.0,17.445,21.0,0.019450000000000002,3.5,1,1
950,speedygonzales,2,114.0,57.0,13.2,12.0,0.021150000000000002,4.0,2,2
951,CheapPP,2,432.0,216.0,16.37,29.5,0.0287,1.0,2,2
952,Verdena,2,22.0,11.0,7.75,2.5,0.02855,0.0,1,2
956,jojothedevil,2,154.0,77.0,16.975,5.5,0.04295,0.5,2,2
957,CUNTLORD,2,88.0,44.0,11.25,8.0,0.01075,0.0,1,2
958,yellfire95,2,41.0,20.5,7.375,2.0,0.09595,0.0,1,1
963,jtbaxter,2,402.0,201.0,17.61,28.0,0.0438,14.0,1,1
965,Draculea,2,235.0,117.5,13.825,33.5,0.04635,4.5,2,2
969,Obama,2,102.0,51.0,12.780000000000001,18.0,0.03065,1.5,2,2
974,gaychat,2,321.0,160.5,16.995,116.5,0.07100000000000001,49.5,2,2
975,shogun0,1,5.0,5.0,5.0,1.0,0.05,0.0,1,1
977,dirtyboot,2,99.0,49.5,15.56,9.0,0.026699999999999998,1.0,2,2
981,fresh_prince_Ca,1,19.0,19.0,19.0,3.0,1.0,0.0,1,1
984,H3LL_If_I_Kn0w,1,66.0,66.0,22.0,9.0,0.3093,0.0,1,1
985,Hypothermia,1,17.0,17.0,8.5,2.0,0.05,0.0,1,1
986,Sixty,2,54.0,27.0,5.335,6.0,0.03625,0.0,2,2
989,nine,2,178.0,89.0,16.5,66.5,0.23115,219.0,1,1
990,GeorgeWBush,2,17.0,8.5,2.875,3.0,0.0,2.0,1,2
991,JulesWinnfield,2,42.0,21.0,14.25,3.0,0.03225,0.5,2,2
992,Vundervelt,1,158.0,158.0,17.56,22.0,0.0302,1.0,1,1
994,daywalker,2,54.0,27.0,10.665,10.0,0.04885,0.5,1,2
995,mercer8796,1,15.0,15.0,15.0,3.0,0.0,0.0,1,1
999,agpleasestandup,1,49.0,49.0,16.33,8.0,0.025,3.0,1,1
1002,Kredo,2,123.0,61.5,18.1,13.5,0.03375,4.0,2,2
1003,Stone,1,5.0,5.0,5.0,2.0,0.1429,0.0,1,1
1008,hsodhod79,2,116.0,58.0,16.265,8.0,0.0278,1.5,2,2
1009,corleone,2,310.0,155.0,16.61,30.0,0.055349999999999996,7.5,2,2
1011,j0eboy,2,498.0,249.0,21.560000000000002,35.0,0.023,14.5,1,1
1014,ccbuyer,2,124.0,62.0,12.399999999999999,5.0,0.02315,2.0,2,2
1015,rufasduke,1,11.0,11.0,11.0,1.0,0.0,0.0,1,1
1016,GANSA-Vepyr,2,84.0,42.0,10.17,5.0,0.032850000000000004,0.5,1,1
1017,venom1852,2,50.0,25.0,14.0,3.0,0.0211,0.0,1,2
1019,Punisher80,2,92.0,46.0,16.5,8.5,0.02805,0.0,2,2
1020,overlap,2,170.0,85.0,10.215,15.0,0.0392,1.5,2,2
1022,Rhadoscht,2,100.0,50.0,11.325,10.0,0.0545,4.0,1,2
1024,ruso,2,36.0,18.0,6.125,6.5,0.038650000000000004,0.5,2,2
1026,chico1979,1,97.0,97.0,97.0,0.0,0.0,0.0,1,1
1029,PapiPapi,2,34.0,17.0,10.75,3.0,0.06155,0.0,1,1
1030,guwop10,2,61.0,30.5,20.5,4.0,0.0092,0.5,2,2
1031,fbgduck55,2,763.0,381.5,22.795,79.5,0.022949999999999998,11.5,1,2
1032,lil_boosie,2,120.0,60.0,15.0,5.5,0.01895,1.5,1,1
1033,WoHeLo,2,1359.0,679.5,16.205,278.5,0.04895,68.5,1,1
1034,jwaggar,2,204.0,102.0,15.129999999999999,19.5,0.06899999999999999,1.5,2,2
1036,fastcl4ss,2,399.0,199.5,19.25,21.5,0.01925,0.0,1,1
1040,bipolar2,2,185.0,92.5,14.2,12.5,0.046,1.5,2,2
1042,TatyThai,2,98.0,49.0,12.25,9.5,0.045399999999999996,0.0,1,1
1045,BuckRogers,2,245.0,122.5,32.375,12.5,0.0257,1.5,2,2
1047,boab,2,339.0,169.5,16.89,25.0,0.04215,2.0,1,1
1048,Mrfluff,2,16.0,8.0,8.0,0.5,0.09975,0.0,2,2
1050,biluzinha,2,191.0,95.5,12.335,16.5,0.04595,4.0,1,2
1053,frugo,2,90.0,45.0,13.125,5.0,0.0329,0.0,2,2
1054,bouyaka,2,90.0,45.0,11.25,13.0,0.0393,11.0,2,2
1056,newlife,1,21.0,21.0,10.5,7.0,0.0225,0.0,1,1
1058,ScoobyJew,2,540.0,270.0,10.0,59.5,0.0451,8.5,2,2
1059,brainchild,1,46.0,46.0,9.2,11.0,0.1145,0.0,1,1
1060,Hubsucks,1,109.0,109.0,21.8,14.0,0.0329,4.0,1,1
1063,GermanySupport,1,90.0,90.0,45.0,6.0,0.1455,17.0,1,1
1065,Flamingo,2,9.0,4.5,2.5,5.5,0.14545,0.0,2,2
1070,forever,2,18.0,9.0,9.0,5.0,0.0571,0.0,2,2
1071,BogiBogi,1,36.0,36.0,9.0,9.0,0.0365,0.0,1,1
1072,moneymoney2020,2,574.0,287.0,20.02,52.5,0.2395,126.0,2,2
1074,krakenwagen,2,183.0,91.5,16.8,10.5,0.02115,3.0,2,2
1076,selectraz,2,626.0,313.0,17.505,51.0,0.04635,11.0,2,2
1077,ppman_temp,1,15.0,15.0,5.0,4.0,0.0794,0.0,1,1
1079,gilevich,2,292.0,146.0,10.42,40.5,0.08085,32.0,1,2
1080,sonicoo,2,257.0,128.5,20.955,13.0,0.02845,3.5,1,2
1082,fcku,2,483.0,241.5,12.325,58.0,0.04775,13.5,2,2
1083,PinkFox,2,134.0,67.0,17.0,9.5,0.0408,1.0,1,2
1086,monkey,2,273.0,136.5,10.725,21.5,0.055400000000000005,1.5,2,2
1090,safedealer88,2,207.0,103.5,24.5,5.5,0.0274,6.5,2,2
1091,justinbieber,2,218.0,109.0,13.62,7.0,0.0,3.0,2,2
1093,pl3r,2,1214.0,607.0,10.595,350.0,0.05705,219.0,1,2
1096,whycorruptworld,2,1720.0,860.0,17.115,151.5,0.013399999999999999,10.0,2,2
1097,politicalthief,2,457.0,228.5,12.114999999999998,54.0,0.02755,11.0,2,2
1102,cardbuyer,2,325.0,162.5,19.015,15.5,0.01885,1.0,2,2
1105,StayRunnin,2,317.0,158.5,18.939999999999998,15.0,0.0148,0.0,1,1
1106,HermetTheKermit,2,47.0,23.5,8.915,7.0,0.045450000000000004,5.0,2,2
1107,StillTerminal,2,196.0,98.0,10.885,30.5,0.15335,8.0,2,2
1108,_Anonymous,2,642.0,321.0,17.97,74.0,0.0448,14.0,2,2
1110,frithnar,2,1078.0,539.0,16.415,93.0,0.0417,9.5,1,2
1112,walter14,1,3.0,3.0,3.0,0.0,0.0,0.0,1,1
1117,TerminXal,1,40.0,40.0,20.0,15.0,0.1879,0.0,1,1
1119,garciadaniel,1,32.0,32.0,6.4,7.0,0.0368,0.0,1,1
1123,PoliceOfficerMax,2,111.0,55.5,11.835,7.5,0.0503,1.0,2,2
1124,sterling,2,404.0,202.0,17.555,17.0,0.0503,0.0,2,2
1127,sledgehammeratm,1,44.0,44.0,22.0,1.0,0.0,0.0,1,1
1128,jabbajabba,2,313.0,156.5,15.235,34.0,0.0293,10.5,2,2
1131,alprazi,2,76.0,38.0,13.105,8.0,0.03855,0.0,1,2
1132,stoney,2,44.0,22.0,7.33,5.0,0.04525,4.5,2,2
1134,und3r_,2,56.0,28.0,11.125,7.0,0.0,0.5,1,1
1138,Cannaseed,1,64.0,64.0,16.0,9.0,0.0728,1.0,1,1
1140,KingTut,2,411.0,205.5,12.649999999999999,55.0,0.0368,45.5,2,2
1141,blownaway44,1,79.0,79.0,15.8,15.0,0.0,0.0,1,1
1147,DeepCyberFlyer,2,359.0,179.5,12.350000000000001,27.5,0.022850000000000002,1.0,2,2
1148,Billbrownx1,1,12.0,12.0,12.0,3.0,0.0,4.0,1,1
1150,Wcorrdell,2,89.0,44.5,11.565000000000001,11.0,0.0101,2.0,1,2
1155,maelradec,2,156.0,78.0,13.935,12.0,0.0527,2.5,1,1
